Park,Dec-22,,,,,,,,,,,,,,,,,,,
Abraham Lincoln Birthplace NHP,"6,784",,,,,,,,,,,,,,,,,,,
Acadia NP,"22,506",,,,,,,,,,,,,,,,,,,
Adams NHP,361,,,,,,,,,,,,,,,,,,,
African Burial Ground NM,"2,583",,,,,,,,,,,,,,,,,,,
Agate Fossil Beds NM,55,,,,,,,,,,,,,,,,,,,
Alagnak Wild River,0,,,,,,,,,,,,,,,,,,,
Alibates Flint Quarries NM,168,,,,,,,,,,,,,,,,,,,
Allegheny Portage Railroad NHS,"6,309",,,,,,,,,,,,,,,,,,,
Amistad NRA,"45,970",,,,,,,,,,,,,,,,,,,
Andersonville NHS,"4,323",,,,,,,,,,,,,,,,,,,
Andrew Johnson NHS,"4,050",,,,,,,,,,,,,,,,,,,
Aniakchak NM & PRES,0,,,,,,,,,,,,,,,,,,,
Antietam NB,"3,557",,,,,,,,,,,,,,,,,,,
Apostle Islands NL,"2,467",,,,,,,,,,,,,,,,,,,
Appomattox Court House NHP,"2,361",,,,,,,,,,,,,,,,,,,
Arches NP,"42,960",,,,,,,,,,,,,,,,,,,
Arkansas Post NMEM,"1,109",,,,,,,,,,,,,,,,,,,
Arlington House The R.E. Lee MEM,"10,948",,,,,,,,,,,,,,,,,,,
Assateague Island NS,"50,896",,,,,,,,,,,,,,,,,,,
Aztec Ruins NM,"2,649",,,,,,,,,,,,,,,,,,,
Badlands NP,"6,266",,,,,,,,,,,,,,,,,,,
Bandelier NM,"12,564",,,,,,,,,,,,,,,,,,,
Bent's Old Fort NHS,741,,,,,,,,,,,,,,,,,,,
Bering Land Bridge NPRES,168,,,,,,,,,,,,,,,,,,,
Big Bend NP,"51,806",,,,,,,,,,,,,,,,,,,
Big Cypress NPRES,"272,882",,,,,,,,,,,,,,,,,,,
Big Hole NB,152,,,,,,,,,,,,,,,,,,,
Big South Fork NRRA,"50,682",,,,,,,,,,,,,,,,,,,
Big Thicket NPRES,"25,226",,,,,,,,,,,,,,,,,,,
Bighorn Canyon NRA,"3,585",,,,,,,,,,,,,,,,,,,
Biscayne NP,"65,130",,,,,,,,,,,,,,,,,,,
Black Canyon of the Gunnison NP,"15,157",,,,,,,,,,,,,,,,,,,
Blue Ridge PKWY,"759,462",,,,,,,,,,,,,,,,,,,
Bluestone NSR,0,,,,,,,,,,,,,,,,,,,
Booker T. Washington NM,"1,072",,,,,,,,,,,,,,,,,,,
Boston African American NHS,"5,485",,,,,,,,,,,,,,,,,,,
Boston Harbor Islands NRA,0,,,,,,,,,,,,,,,,,,,
Boston NHP,"92,717",,,,,,,,,,,,,,,,,,,
Brown v. Board of Education NHP,742,,,,,,,,,,,,,,,,,,,
Bryce Canyon NP,"46,923",,,,,,,,,,,,,,,,,,,
Buck Island Reef NM,"3,525",,,,,,,,,,,,,,,,,,,
Buffalo NR,"30,290",,,,,,,,,,,,,,,,,,,
Cabrillo NM,"71,996",,,,,,,,,,,,,,,,,,,
Camp Nelson NM,776,,,,,,,,,,,,,,,,,,,
Canaveral NS,"65,192",,,,,,,,,,,,,,,,,,,
Cane River Creole NHP,"1,218",,,,,,,,,,,,,,,,,,,
Canyon de Chelly NM,"20,321",,,,,,,,,,,,,,,,,,,
Canyonlands NP,"16,243",,,,,,,,,,,,,,,,,,,
Cape Cod NS,"160,506",,,,,,,,,,,,,,,,,,,
Cape Hatteras NS,"83,710",,,,,,,,,,,,,,,,,,,
Cape Krusenstern NM,"1,804",,,,,,,,,,,,,,,,,,,
Cape Lookout NS,"30,379",,,,,,,,,,,,,,,,,,,
Capitol Reef NP,"20,925",,,,,,,,,,,,,,,,,,,
Capulin Volcano NM,"4,307",,,,,,,,,,,,,,,,,,,
Carl Sandburg Home NHS,"3,584",,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,"27,795",,,,,,,,,,,,,,,,,,,
Casa Grande Ruins NM,"9,248",,,,,,,,,,,,,,,,,,,
Castillo de San Marcos NM,"68,332",,,,,,,,,,,,,,,,,,,
Castle Clinton NM,"275,756",,,,,,,,,,,,,,,,,,,
Catoctin Mountain Park,"19,893",,,,,,,,,,,,,,,,,,,
Cedar Breaks NM,"18,793",,,,,,,,,,,,,,,,,,,
Cesar E. Chavez NM,686,,,,,,,,,,,,,,,,,,,
Chaco Culture NHP,"1,394",,,,,,,,,,,,,,,,,,,
Chamizal NMEM,492,,,,,,,,,,,,,,,,,,,
Channel Islands NP,"17,579",,,,,,,,,,,,,,,,,,,
Charles Pinckney NHS,"1,634",,,,,,,,,,,,,,,,,,,
Charles Young Buffalo Soldiers NM,133,,,,,,,,,,,,,,,,,,,
Chattahoochee River NRA,"189,705",,,,,,,,,,,,,,,,,,,
Chesapeake & Ohio Canal NHP,"270,068",,,,,,,,,,,,,,,,,,,
Chickamauga & Chattanooga NMP,"68,715",,,,,,,,,,,,,,,,,,,
Chickasaw NRA,"38,592",,,,,,,,,,,,,,,,,,,
Chiricahua NM,"4,889",,,,,,,,,,,,,,,,,,,
Christiansted NHS,"9,327",,,,,,,,,,,,,,,,,,,
City of Rocks NRES,"1,680",,,,,,,,,,,,,,,,,,,
Clara Barton NHS,145,,,,,,,,,,,,,,,,,,,
Colonial NHP,"173,113",,,,,,,,,,,,,,,,,,,
Colorado NM,"23,904",,,,,,,,,,,,,,,,,,,
Congaree NP,"13,677",,,,,,,,,,,,,,,,,,,
Coronado NMEM,"12,997",,,,,,,,,,,,,,,,,,,
Cowpens NB,"12,769",,,,,,,,,,,,,,,,,,,
Crater Lake NP,"5,484",,,,,,,,,,,,,,,,,,,
Craters of the Moon NM & PRES,"1,814",,,,,,,,,,,,,,,,,,,
Cumberland Gap NHP,"36,457",,,,,,,,,,,,,,,,,,,
Cumberland Island NS,"4,174",,,,,,,,,,,,,,,,,,,
Curecanti NRA,"15,442",,,,,,,,,,,,,,,,,,,
Cuyahoga Valley NP,"109,548",,,,,,,,,,,,,,,,,,,
Dayton Aviation Heritage NHP,"12,226",,,,,,,,,,,,,,,,,,,
De Soto NMEM,"13,021",,,,,,,,,,,,,,,,,,,
Death Valley NP,"109,456",,,,,,,,,,,,,,,,,,,
Delaware Water Gap NRA,"179,011",,,,,,,,,,,,,,,,,,,
Denali NP & PRES,"1,796",,,,,,,,,,,,,,,,,,,
Devils Postpile NM,0,,,,,,,,,,,,,,,,,,,
Devils Tower NM,"2,575",,,,,,,,,,,,,,,,,,,
Dinosaur NM,"7,437",,,,,,,,,,,,,,,,,,,
Dry Tortugas NP,"6,970",,,,,,,,,,,,,,,,,,,
Dwight D. Eisenhower MEM,"29,821",,,,,,,,,,,,,,,,,,,
Edgar Allan Poe NHS,800,,,,,,,,,,,,,,,,,,,
Effigy Mounds NM,"1,613",,,,,,,,,,,,,,,,,,,
Eisenhower NHS,"1,100",,,,,,,,,,,,,,,,,,,
El Malpais NM,"8,470",,,,,,,,,,,,,,,,,,,
El Morro NM,"2,794",,,,,,,,,,,,,,,,,,,
Eleanor Roosevelt NHS,788,,,,,,,,,,,,,,,,,,,
Eugene O'Neill NHS,542,,,,,,,,,,,,,,,,,,,
Everglades NP,"76,319",,,,,,,,,,,,,,,,,,,
Federal Hall NMEM,"5,036",,,,,,,,,,,,,,,,,,,
Fire Island NS,"6,705",,,,,,,,,,,,,,,,,,,
First Ladies NHS,"1,036",,,,,,,,,,,,,,,,,,,
Flight 93 NMEM,"6,242",,,,,,,,,,,,,,,,,,,
Florissant Fossil Beds NM,"1,812",,,,,,,,,,,,,,,,,,,
Ford's Theatre NHS,"32,852",,,,,,,,,,,,,,,,,,,
Fort Bowie NHS,718,,,,,,,,,,,,,,,,,,,
Fort Caroline NMEM,"26,853",,,,,,,,,,,,,,,,,,,
Fort Davis NHS,"3,415",,,,,,,,,,,,,,,,,,,
Fort Donelson NB,"9,733",,,,,,,,,,,,,,,,,,,
Fort Frederica NM,"17,693",,,,,,,,,,,,,,,,,,,
Fort Laramie NHS,725,,,,,,,,,,,,,,,,,,,
Fort Larned NHS,"1,152",,,,,,,,,,,,,,,,,,,
Fort Matanzas NM,"43,880",,,,,,,,,,,,,,,,,,,
Fort McHenry NM & HS,"7,098",,,,,,,,,,,,,,,,,,,
Fort Necessity NB,"5,041",,,,,,,,,,,,,,,,,,,
Fort Point NHS,"70,366",,,,,,,,,,,,,,,,,,,
Fort Pulaski NM,"32,266",,,,,,,,,,,,,,,,,,,
Fort Raleigh NHS,"9,337",,,,,,,,,,,,,,,,,,,
Fort Scott NHS,"1,098",,,,,,,,,,,,,,,,,,,
Fort Smith NHS,"6,478",,,,,,,,,,,,,,,,,,,
Fort Stanwix NM,"1,793",,,,,,,,,,,,,,,,,,,
Fort Sumter and Fort Moultrie NHP,"21,446",,,,,,,,,,,,,,,,,,,
Fort Union NM,432,,,,,,,,,,,,,,,,,,,
Fort Union Trading Post NHS,31,,,,,,,,,,,,,,,,,,,
Fort Vancouver NHS,"49,409",,,,,,,,,,,,,,,,,,,
Fort Washington Park,"22,854",,,,,,,,,,,,,,,,,,,
Fossil Butte NM,90,,,,,,,,,,,,,,,,,,,
Franklin Delano Roosevelt MEM,"107,873",,,,,,,,,,,,,,,,,,,
Frederick Douglass NHS,0,,,,,,,,,,,,,,,,,,,
Frederick Law Olmsted NHS,447,,,,,,,,,,,,,,,,,,,
Fredericksburg & Spotsylvania NMP,"47,484",,,,,,,,,,,,,,,,,,,
Friendship Hill NHS,818,,,,,,,,,,,,,,,,,,,
Gates of the Arctic NP & PRES,0,,,,,,,,,,,,,,,,,,,
Gateway Arch NP,"60,141",,,,,,,,,,,,,,,,,,,
Gateway NRA,"501,233",,,,,,,,,,,,,,,,,,,
Gauley River NRA,"2,770",,,,,,,,,,,,,,,,,,,
General Grant NMEM,"6,790",,,,,,,,,,,,,,,,,,,
George Rogers Clark NHP,"3,467",,,,,,,,,,,,,,,,,,,
George Washington Birthplace NM,"1,450",,,,,,,,,,,,,,,,,,,
George Washington Carver NM,995,,,,,,,,,,,,,,,,,,,
George Washington MEM PKWY,"405,138",,,,,,,,,,,,,,,,,,,
Gettysburg NMP,"19,155",,,,,,,,,,,,,,,,,,,
Gila Cliff Dwellings NM,"2,206",,,,,,,,,,,,,,,,,,,
Glacier Bay NP & PRES,222,,,,,,,,,,,,,,,,,,,
Glacier NP,"14,312",,,,,,,,,,,,,,,,,,,
Glen Canyon NRA,"114,559",,,,,,,,,,,,,,,,,,,
Golden Gate NRA,"1,212,320",,,,,,,,,,,,,,,,,,,
Golden Spike NHP,"1,672",,,,,,,,,,,,,,,,,,,
Governors Island NM,0,,,,,,,,,,,,,,,,,,,
Grand Canyon NP,"273,252",,,,,,,,,,,,,,,,,,,
Grand Portage NM,"1,627",,,,,,,,,,,,,,,,,,,
Grand Teton NP,"47,200",,,,,,,,,,,,,,,,,,,
Grant-Kohrs Ranch NHS,511,,,,,,,,,,,,,,,,,,,
Great Basin NP,"1,181",,,,,,,,,,,,,,,,,,,
Great Sand Dunes NP & PRES,"7,455",,,,,,,,,,,,,,,,,,,
Great Smoky Mountains NP,"670,626",,,,,,,,,,,,,,,,,,,
Greenbelt Park,"1,726",,,,,,,,,,,,,,,,,,,
Guadalupe Mountains NP,"20,729",,,,,,,,,,,,,,,,,,,
Guilford Courthouse NMP,"18,414",,,,,,,,,,,,,,,,,,,
Gulf Islands NS,"408,048",,,,,,,,,,,,,,,,,,,
Hagerman Fossil Beds NM,205,,,,,,,,,,,,,,,,,,,
Haleakala NP,"97,875",,,,,,,,,,,,,,,,,,,
Hamilton Grange NMEM,"3,292",,,,,,,,,,,,,,,,,,,
Hampton NHS,"1,772",,,,,,,,,,,,,,,,,,,
Harpers Ferry NHP,"10,623",,,,,,,,,,,,,,,,,,,
Harry S Truman NHS,775,,,,,,,,,,,,,,,,,,,
Hawaii Volcanoes NP,"135,963",,,,,,,,,,,,,,,,,,,
Herbert Hoover NHS,"4,238",,,,,,,,,,,,,,,,,,,
Home of Franklin D. Roosevelt NHS,"5,283",,,,,,,,,,,,,,,,,,,
Homestead NHP,"1,853",,,,,,,,,,,,,,,,,,,
Hopewell Culture NHP,"1,554",,,,,,,,,,,,,,,,,,,
Hopewell Furnace NHS,"3,559",,,,,,,,,,,,,,,,,,,
Horseshoe Bend NMP,"3,236",,,,,,,,,,,,,,,,,,,
Hot Springs NP,"201,811",,,,,,,,,,,,,,,,,,,
Hovenweep NM,714,,,,,,,,,,,,,,,,,,,
Hubbell Trading Post NHS,"3,826",,,,,,,,,,,,,,,,,,,
Independence NHP,"183,549",,,,,,,,,,,,,,,,,,,
Indiana Dunes NP,"88,662",,,,,,,,,,,,,,,,,,,
Isle Royale NP,0,,,,,,,,,,,,,,,,,,,
James A. Garfield NHS,"1,127",,,,,,,,,,,,,,,,,,,
Jean Lafitte NHP & PRES,"16,956",,,,,,,,,,,,,,,,,,,
Jewel Cave NM,400,,,,,,,,,,,,,,,,,,,
Jimmy Carter NHP,"2,144",,,,,,,,,,,,,,,,,,,
"John D. Rockefeller, Jr. MEM PKWY","3,539",,,,,,,,,,,,,,,,,,,
John Day Fossil Beds NM,"1,660",,,,,,,,,,,,,,,,,,,
John F. Kennedy NHS,0,,,,,,,,,,,,,,,,,,,
John Muir NHS,"2,459",,,,,,,,,,,,,,,,,,,
Johnstown Flood NMEM,"5,523",,,,,,,,,,,,,,,,,,,
Joshua Tree NP,"325,698",,,,,,,,,,,,,,,,,,,
Kalaupapa NHP,"4,412",,,,,,,,,,,,,,,,,,,
Kaloko Honokohau NHP,"26,814",,,,,,,,,,,,,,,,,,,
Katahdin Woods and Waters NM,27,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,20,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,64,,,,,,,,,,,,,,,,,,,
Kennesaw Mountain NBP,"77,881",,,,,,,,,,,,,,,,,,,
Keweenaw NHP,199,,,,,,,,,,,,,,,,,,,
Kings Canyon NP,"11,318",,,,,,,,,,,,,,,,,,,
Kings Mountain NMP,"14,683",,,,,,,,,,,,,,,,,,,
Klondike Gold Rush NHP Alaska,0,,,,,,,,,,,,,,,,,,,
Klondike Gold Rush NHP Seattle,"3,566",,,,,,,,,,,,,,,,,,,
Knife River Indian Villages NHS,38,,,,,,,,,,,,,,,,,,,
Kobuk Valley NP,"1,705",,,,,,,,,,,,,,,,,,,
Korean War Veterans Memorial,"186,877",,,,,,,,,,,,,,,,,,,
Lake Chelan NRA,996,,,,,,,,,,,,,,,,,,,
Lake Clark NP & PRES,0,,,,,,,,,,,,,,,,,,,
Lake Mead NRA,"275,553",,,,,,,,,,,,,,,,,,,
Lake Meredith NRA,"34,041",,,,,,,,,,,,,,,,,,,
Lake Roosevelt NRA,"18,386",,,,,,,,,,,,,,,,,,,
Lassen Volcanic NP,"6,243",,,,,,,,,,,,,,,,,,,
Lava Beds NM,"3,363",,,,,,,,,,,,,,,,,,,
LBJ Memorial Grove on the Potomac,"16,200",,,,,,,,,,,,,,,,,,,
Lewis & Clark NHP,"9,084",,,,,,,,,,,,,,,,,,,
Lincoln Boyhood NMEM,"1,702",,,,,,,,,,,,,,,,,,,
Lincoln Home NHS,"3,619",,,,,,,,,,,,,,,,,,,
Lincoln Memorial,"482,656",,,,,,,,,,,,,,,,,,,
Little Bighorn Battlefield NM,314,,,,,,,,,,,,,,,,,,,
Little River Canyon NPRES,"35,287",,,,,,,,,,,,,,,,,,,
Little Rock Central High School NHS,"6,521",,,,,,,,,,,,,,,,,,,
Longfellow House Washington's HQ NHS,"2,577",,,,,,,,,,,,,,,,,,,
Lowell NHP,"3,654",,,,,,,,,,,,,,,,,,,
Lyndon B. Johnson NHP,"2,357",,,,,,,,,,,,,,,,,,,
Maggie L. Walker NHS,230,,,,,,,,,,,,,,,,,,,
Mammoth Cave NP,"19,024",,,,,,,,,,,,,,,,,,,
Manassas NBP,"29,131",,,,,,,,,,,,,,,,,,,
Manhattan Project NHP,"1,215",,,,,,,,,,,,,,,,,,,
Manzanar NHS,"4,987",,,,,,,,,,,,,,,,,,,
Marsh-Billings-Rockefeller NHP,"1,631",,,,,,,,,,,,,,,,,,,
"Martin Luther King, Jr. Memorial","117,077",,,,,,,,,,,,,,,,,,,
"Martin Luther King, Jr. NHP","9,537",,,,,,,,,,,,,,,,,,,
Martin Van Buren NHS,220,,,,,,,,,,,,,,,,,,,
Mary McLeod Bethune Council House NHS,115,,,,,,,,,,,,,,,,,,,
Medgar and Myrlie Evers Home NM,183,,,,,,,,,,,,,,,,,,,
Mesa Verde NP,"8,741",,,,,,,,,,,,,,,,,,,
Minidoka NHS,46,,,,,,,,,,,,,,,,,,,
Minute Man NHP,"49,688",,,,,,,,,,,,,,,,,,,
Minuteman Missile NHS,556,,,,,,,,,,,,,,,,,,,
Mississippi NRRA,"20,858",,,,,,,,,,,,,,,,,,,
Missouri NRR,"6,364",,,,,,,,,,,,,,,,,,,
Mojave NPRES,"88,483",,,,,,,,,,,,,,,,,,,
Monocacy NB,"6,925",,,,,,,,,,,,,,,,,,,
Montezuma Castle NM,"24,524",,,,,,,,,,,,,,,,,,,
Moores Creek NB,"3,966",,,,,,,,,,,,,,,,,,,
Morristown NHP,"10,128",,,,,,,,,,,,,,,,,,,
Mount Rainier NP,"14,773",,,,,,,,,,,,,,,,,,,
Mount Rushmore NMEM,"22,183",,,,,,,,,,,,,,,,,,,
Muir Woods NM,"43,792",,,,,,,,,,,,,,,,,,,
Natchez NHP,"6,674",,,,,,,,,,,,,,,,,,,
Natchez Trace PKWY,"468,146",,,,,,,,,,,,,,,,,,,
National Capital Parks Central,"32,694",,,,,,,,,,,,,,,,,,,
National Capital Parks East,"59,789",,,,,,,,,,,,,,,,,,,
National Park of American Samoa,355,,,,,,,,,,,,,,,,,,,
Natural Bridges NM,"1,114",,,,,,,,,,,,,,,,,,,
Navajo NM,"1,180",,,,,,,,,,,,,,,,,,,
New Bedford Whaling NHP,951,,,,,,,,,,,,,,,,,,,
New Orleans Jazz NHP,"3,751",,,,,,,,,,,,,,,,,,,
New River Gorge NP & PRES,"39,730",,,,,,,,,,,,,,,,,,,
Nez Perce NHP,"21,707",,,,,,,,,,,,,,,,,,,
Nicodemus NHS,124,,,,,,,,,,,,,,,,,,,
Ninety Six NHS,"4,515",,,,,,,,,,,,,,,,,,,
Niobrara NSR,391,,,,,,,,,,,,,,,,,,,
Noatak NPRES,"2,104",,,,,,,,,,,,,,,,,,,
North Cascades NP,0,,,,,,,,,,,,,,,,,,,
Obed W&SR,"26,040",,,,,,,,,,,,,,,,,,,
Ocmulgee Mounds NHP,"10,308",,,,,,,,,,,,,,,,,,,
Olympic NP,"79,198",,,,,,,,,,,,,,,,,,,
Oregon Caves NM & PRES,59,,,,,,,,,,,,,,,,,,,
Organ Pipe Cactus NM,"16,186",,,,,,,,,,,,,,,,,,,
Ozark NSR,"28,708",,,,,,,,,,,,,,,,,,,
Padre Island NS,"23,385",,,,,,,,,,,,,,,,,,,
Palo Alto Battlefield NHP,"21,669",,,,,,,,,,,,,,,,,,,
Paterson Great Falls NHP,"8,487",,,,,,,,,,,,,,,,,,,
Pea Ridge NMP,"3,222",,,,,,,,,,,,,,,,,,,
Pearl Harbor NMEM,"138,437",,,,,,,,,,,,,,,,,,,
Pecos NHP,"2,764",,,,,,,,,,,,,,,,,,,
Pennsylvania Avenue NHS,"6,838",,,,,,,,,,,,,,,,,,,
Perry's Victory & Intl. Peace MEM,"1,134",,,,,,,,,,,,,,,,,,,
Petersburg NB,"12,897",,,,,,,,,,,,,,,,,,,
Petrified Forest NP,"26,795",,,,,,,,,,,,,,,,,,,
Petroglyph NM,"23,412",,,,,,,,,,,,,,,,,,,
Pictured Rocks NL,"7,838",,,,,,,,,,,,,,,,,,,
Pinnacles NP,"16,408",,,,,,,,,,,,,,,,,,,
Pipe Spring NM,605,,,,,,,,,,,,,,,,,,,
Pipestone NM,698,,,,,,,,,,,,,,,,,,,
Piscataway Park,"17,295",,,,,,,,,,,,,,,,,,,
Point Reyes NS,"170,101",,,,,,,,,,,,,,,,,,,
Port Chicago Naval Magazine NMEM,53,,,,,,,,,,,,,,,,,,,
President W.J. Clinton Birthplace Home NHS,293,,,,,,,,,,,,,,,,,,,
President's Park,"235,800",,,,,,,,,,,,,,,,,,,
Prince William Forest Park,"12,815",,,,,,,,,,,,,,,,,,,
Pu'uhonua o Honaunau NHP,"26,785",,,,,,,,,,,,,,,,,,,
Pu'ukohola Heiau NHS,"1,967",,,,,,,,,,,,,,,,,,,
Rainbow Bridge NM,1,,,,,,,,,,,,,,,,,,,
Reconstruction Era NHP,"1,368",,,,,,,,,,,,,,,,,,,
Redwood NP,"15,093",,,,,,,,,,,,,,,,,,,
Richmond NBP,"14,763",,,,,,,,,,,,,,,,,,,
Rio Grande W&SR,34,,,,,,,,,,,,,,,,,,,
River Raisin NBP,"15,917",,,,,,,,,,,,,,,,,,,
Rock Creek Park,"103,751",,,,,,,,,,,,,,,,,,,
Rocky Mountain NP,"120,375",,,,,,,,,,,,,,,,,,,
Roger Williams NMEM,"1,402",,,,,,,,,,,,,,,,,,,
Rosie The Riveter WWII Home Front NHP,"2,928",,,,,,,,,,,,,,,,,,,
Ross Lake NRA,"6,254",,,,,,,,,,,,,,,,,,,
Russell Cave NM,402,,,,,,,,,,,,,,,,,,,
Sagamore Hill NHS,"6,253",,,,,,,,,,,,,,,,,,,
Saguaro NP,"85,833",,,,,,,,,,,,,,,,,,,
Saint Croix Island IHS,0,,,,,,,,,,,,,,,,,,,
Saint Croix NSR,251,,,,,,,,,,,,,,,,,,,
Saint Paul's Church NHS,765,,,,,,,,,,,,,,,,,,,
Saint-Gaudens NHP,350,,,,,,,,,,,,,,,,,,,
Salem Maritime NHS,"4,961",,,,,,,,,,,,,,,,,,,
Salinas Pueblo Missions NM,"2,371",,,,,,,,,,,,,,,,,,,
Salt River Bay NHP & Ecological Pres,"1,127",,,,,,,,,,,,,,,,,,,
San Antonio Missions NHP,"74,356",,,,,,,,,,,,,,,,,,,
San Francisco Maritime NHP,"207,310",,,,,,,,,,,,,,,,,,,
San Juan Island NHP,"28,768",,,,,,,,,,,,,,,,,,,
San Juan NHS,"123,554",,,,,,,,,,,,,,,,,,,
Sand Creek Massacre NHS,146,,,,,,,,,,,,,,,,,,,
Santa Monica Mountains NRA,"57,110",,,,,,,,,,,,,,,,,,,
Saratoga NHP,"1,862",,,,,,,,,,,,,,,,,,,
Saugus Iron Works NHS,731,,,,,,,,,,,,,,,,,,,
Scotts Bluff NM,"2,831",,,,,,,,,,,,,,,,,,,
Sequoia NP,"41,064",,,,,,,,,,,,,,,,,,,
Shenandoah NP,"19,832",,,,,,,,,,,,,,,,,,,
Shiloh NMP,"20,483",,,,,,,,,,,,,,,,,,,
Sitka NHP,"1,366",,,,,,,,,,,,,,,,,,,
Sleeping Bear Dunes NL,"12,884",,,,,,,,,,,,,,,,,,,
Springfield Armory NHS,727,,,,,,,,,,,,,,,,,,,
Statue of Liberty NM,"257,217",,,,,,,,,,,,,,,,,,,
Steamtown NHS,"5,032",,,,,,,,,,,,,,,,,,,
Stones River NB,"21,991",,,,,,,,,,,,,,,,,,,
Stonewall NM,150,,,,,,,,,,,,,,,,,,,
Sunset Crater Volcano NM,"4,274",,,,,,,,,,,,,,,,,,,
Tallgrass Prairie NPRES,526,,,,,,,,,,,,,,,,,,,
Thaddeus Kosciuszko NMEM,0,,,,,,,,,,,,,,,,,,,
Theodore Roosevelt Birthplace NHS,"1,498",,,,,,,,,,,,,,,,,,,
Theodore Roosevelt Inaugural NHS,707,,,,,,,,,,,,,,,,,,,
Theodore Roosevelt Island,"12,500",,,,,,,,,,,,,,,,,,,
Theodore Roosevelt NP,"1,327",,,,,,,,,,,,,,,,,,,
Thomas Edison NHP,"1,991",,,,,,,,,,,,,,,,,,,
Thomas Jefferson MEM,"109,423",,,,,,,,,,,,,,,,,,,
Thomas Stone NHS,245,,,,,,,,,,,,,,,,,,,
Timpanogos Cave NM,346,,,,,,,,,,,,,,,,,,,
Timucuan EHP,"78,599",,,,,,,,,,,,,,,,,,,
Tonto NM,"2,497",,,,,,,,,,,,,,,,,,,
Tule Springs Fossil Beds NM,"5,926",,,,,,,,,,,,,,,,,,,
Tumacacori NHP,"7,108",,,,,,,,,,,,,,,,,,,
Tuskegee Airmen NHS,"1,159",,,,,,,,,,,,,,,,,,,
Tuskegee Institute NHS,342,,,,,,,,,,,,,,,,,,,
Tuzigoot NM,"7,393",,,,,,,,,,,,,,,,,,,
Ulysses S. Grant NHS,"1,409",,,,,,,,,,,,,,,,,,,
Upper Delaware S&RR,"4,120",,,,,,,,,,,,,,,,,,,
Valles Caldera NPRES,"2,459",,,,,,,,,,,,,,,,,,,
Valley Forge NHP,"81,658",,,,,,,,,,,,,,,,,,,
Vanderbilt Mansion NHS,"13,956",,,,,,,,,,,,,,,,,,,
Vicksburg NMP,"22,000",,,,,,,,,,,,,,,,,,,
Vietnam Veterans MEM,"206,900",,,,,,,,,,,,,,,,,,,
Virgin Islands NP,"24,722",,,,,,,,,,,,,,,,,,,
Voyageurs NP,530,,,,,,,,,,,,,,,,,,,
Waco Mammoth NM,"6,364",,,,,,,,,,,,,,,,,,,
Walnut Canyon NM,"6,598",,,,,,,,,,,,,,,,,,,
War in the Pacific NHP,"31,622",,,,,,,,,,,,,,,,,,,
Washington Monument,"13,448",,,,,,,,,,,,,,,,,,,
Washita Battlefield NHS,488,,,,,,,,,,,,,,,,,,,
Weir Farm NHP,"1,140",,,,,,,,,,,,,,,,,,,
Whiskeytown NRA,"39,684",,,,,,,,,,,,,,,,,,,
White House,"42,923",,,,,,,,,,,,,,,,,,,
White Sands NP,"52,788",,,,,,,,,,,,,,,,,,,
Whitman Mission NHS,"1,512",,,,,,,,,,,,,,,,,,,
William Howard Taft NHS,"1,291",,,,,,,,,,,,,,,,,,,
Wilson's Creek NB,"17,640",,,,,,,,,,,,,,,,,,,
Wind Cave NP,"11,010",,,,,,,,,,,,,,,,,,,
Wolf Trap NP for the Performing Arts,"9,099",,,,,,,,,,,,,,,,,,,
Women's Rights NHP,"1,307",,,,,,,,,,,,,,,,,,,
World War I Memorial,"58,084",,,,,,,,,,,,,,,,,,,
World War II Memorial,"270,091",,,,,,,,,,,,,,,,,,,
Wrangell-St. Elias NP & PRES,35,,,,,,,,,,,,,,,,,,,
Wright Brothers NMEM,"12,407",,,,,,,,,,,,,,,,,,,
Wupatki NM,"7,000",,,,,,,,,,,,,,,,,,,
Yellowstone NP,"30,794",,,,,,,,,,,,,,,,,,,
Yosemite NP,"131,100",,,,,,,,,,,,,,,,,,,
Yukon-Charley Rivers NPRES,0,,,,,,,,,,,,,,,,,,,
Zion NP,"176,846",,,,,,,,,,,,,,,,,,,
